citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
83044,13331,Verified email at cs.columbia.edu - ,67,36,158,65,2017,1961,Alfred Aho,"Lawrence Gussman Professor of Computer Science,  Columbia University None","Programming languages and compilers,theory,software,quantum computing..",298
85303,41939,Verified email at cs.cornell.edu - ,105,75,221,186,2019,1986,Jon Kleinberg,"Professor of Computer Science,  Cornell University None","algorithms,data mining,information networks,social networks,Web mining",398
87198,60767,Verified email at mit.edu - ,105,97,198,195,2019,1985,Manolis Kellis,"Professor of Computer Science,  MIT  and Broad Institute","Computational Genomics,Epigenomics,Regulatory Genomics,Comparative Genomics,Disease Genomics",426
78950,46975,Verified email at purdue.edu - ,110,81,1343,966,2019,1959,Yang Chen,"PhD student of Computer Graphics Technology,  Purdue University None","Game study,User Interface/ User Experience study",3152
89895,27380,Verified email at cs.umd.edu - ,117,73,476,252,2019,1800,Ben Shneiderman,"Professor of Computer Science,  University of Maryland None","human-computer interaction,information visualization,social media",1343
89599,28800,Verified email at shepherd.edu,100,62,521,262,2019,1700,Jason Rafe Miller,"Assistant Professor of Computer Science, Shepherd University bioinformatics None",bioinformatics,2505
74,49,No verified email - ,5,4,3,1,2015,2009,Inayatullah Khan,"Virtual Reality and Motion Simulation Lab, UET Taxila Homepage None","Computer Vision,image processing,Machine Learning",11
90,90,Verified email at vrvis.at - ,5,5,3,3,2020,2012,Zsolt Horváth,"PostDoc, Vienna University of Technology, VRVis Zentrum für Virtual Reality und Visualisierung Homepage None","Shallow Water,Numerical Simulations,HPC,GPU Computing",12
98,49,Verified email at staff.mmu.edu.my,3,3,1,1,2017,2005,Mazlan Mahadzir,"Head of Department, Virtual Reality & Product Design Virtual Reality None","Virtual Reality,Augmented Reality,Mix Reality,VR Games & Product Design",6
100,99,Verified email at vrvis.at - ,5,5,3,3,2019,1997,Johanna Schmidt,VRVis Zentrum für Virtual Reality und Visualisierung Forschungs-GmbH Homepage None,"Visual Analysis,Visual Data Science",21
101,99,Verified email at knu.ac.kr - ,3,3,2,2,2018,2013,Md. Maklachur Rahman,"Graduate Research Assistant at Virtual Reality Lab,  Kyungpook National University None","Computer Vision,Deep Learning,Augmented Reality,Visual Tracking,Big Data",4
110,55,Verified email at tu-sofia.bg,6,4,2,1,2015,1980,S Maleshkov,Professor of Computer Graphics and Virtual Reality at New Bulgarian University Computer Graphics None,"Computer Graphics,Computer Aided Design,Virtual Reality",33
120,90,Verified email at uwa.edu.au,6,5,5,3,2017,2010,"Jay Jay Jegathesan, Jegatheva Jegathesan","Manager, School of Physics  University of Western Australia ; Leader of UWA Virtual World Projects","3D Art,Virtual Worlds,Machinima",27
90091,61200,Verified email at sns.it - ,127,91,694,530,2019,1925,Federico CALZOLARI,"Computer Science Engineer -  Scuola Normale Superiore , INFN, CERN","Computer Science,HPC,Big Data,CyberSecurity,Particle Physics",2861
90253,16299,Verified email at cs.stanford.edu,138,67,427,223,2019,1978,hector garcia-molina,"Professor of Computer Science,  Stanford University None",,808
90551,50561,Verified email at csie.ntu.edu.tw - ,66,53,142,103,2019,1994,Chih-Jen Lin,"Professor of Computer Science,  National Taiwan University None","Machine learning,Data Mining,Optimization,Artificial Intelligence",286
92857,31774,Verified email at cs.ucla.edu - ,98,61,310,193,2019,1929,Judea Pearl,"Professor of Computer Science,  University of California, Los Angeles None","causality,artificial intelligence,structural equations,counterfactuals",700
93439,34095,Verified email at cs.berkeley.edu,103,62,378,210,2019,1861,David Patterson,"Professor of Computer Science,  UC Berkeley None",computer systems,896
97220,75586,Verified email at eecs.berkeley.edu - ,120,93,333,264,2019,1951,Trevor Darrell,"Professor of Computer Science,  U.C. Berkeley None","Computer Vision,Artificial Intelligence",620
91947,71429,Verified email at cs.okstate.edu - ,148,137,849,657,2019,1817,Johnson Thomas,"Professor of Computer Science,  Oklahoma State University None","Security,cloud computing,big data",3982
101097,48850,Verified email at cs.ubc.ca - ,51,37,86,54,2018,1978,David Lowe,"Computer Science Dept.,  University of British Columbia None","Computer Vision,Object Recognition",114
101811,42749,Verified email at cs.waikato.ac.nz - ,81,52,295,144,2019,1944,Ian H. Witten,"Professor of Computer Science,  University of Waikato , New Zealand",,695
103753,51575,Verified email at cs.berkeley.edu - ,129,88,291,246,2019,1958,Ion Stoica,"Professor of Computer Science,  UC Berkeley None","Cloud Computing,Networking,Distributed Systems,Big Data",582
147,140,Verified email at optics.arizona.edu,6,6,4,4,2019,2004,Wai Sze Tiffany Lam,"Facebook; Facebook Reality Lab; Oculus Research; Oculus VR, LLC;  University of Arizona None","Optical Design,Polarization",37
215,201,Verified email at vrvis.at - ,8,8,8,8,2018,2010,Andreas Reichinger,VRVis Zentrum für Virtual Reality und Visualisierung Forschungs-GmbH Homepage None,"Assistive Technology,Tactile Paintings,Tactile Models",15
251,215,Verified email at liris.cnrs.fr - ,7,7,7,7,2019,2006,Patrice Bouvier,Ph.D. in Computer Science (Virtual Reality) - Head of Research & Development at XIWEN studio Homepage None,"Virtual Reality,Digital Games,Human Factors in Computing Systems,User/Player Experience,Presence / Engagement",23
101619,66442,Verified email at csust.edu.cn,128,103,1154,879,2019,1984,Zhang Jianming,"School of Computer and Communication Engineering, Changsha University of Science and Technology Pervasive Computing None","Pervasive Computing,Wireless Multimedia Sensor Networks,Machine Learning,Image and Signal Processing",3405
370,195,Verified email at nus.edu.sg,7,6,6,4,2018,2005,Eng Tat Khoo,", Mixed Reality Lab, CUTE, EON Reality, Aviation Virtual National University of Singapore None","virtual reality,mixed reality,culture computing,intergenerational play,serious games",20
386,224,Verified email at iastate.edu - ,10,6,11,4,2018,2004,Vijay Kalivarapu,"Staff Research Scientist, Virtual Reality Applications Center,  Iowa State University None","Multidisciplinary Design Optimization,Particle Swarm Optimization,GPU Parallel Computing,Virtual Reality,Computer Graphics",36
568,327,Verified email at almos.uni-pannon.hu - ,12,8,16,7,2018,1993,Cecilia Sik-Lanyi,associate professor of Virtual Reality and Applied Multimedia at the  University of Pannonia None,"Virtual and augmented reality,assistive technologies,inclusive design,HCI,colour science",114
113526,77975,Verified email at stanford.edu - ,117,94,328,287,2019,1976,Christopher D Manning,"Professor of Computer Science and Linguistics,  Stanford University None","Natural Language Processing,Computational Linguistics,Deep Learning",499
122082,27832,Verified email at cornell.edu - ,128,73,347,218,2019,1974,Deborah Estrin,"Professor of Computer Science,  Cornell Tech , Cornell University",mobile,830
114815,53508,Verified email at cs.uic.edu - ,157,101,1063,784,2019,1958,Philip S. Yu,"Professor of Computer Science,  University of Illinons at Chicago None","Data mining,Database,Privacy",2046
126491,21589,Verified email at stanford.edu,112,54,312,135,2019,1965,Jeffrey Ullman," Professor of Computer Science,  Stanford University None","Database Systems,Data Mining",620
148801,55801,Verified email at icsi.berkeley.edu,155,94,391,255,2019,1974,Scott Shenker,"Professor of Computer Science,  UC Berkeley None",,664
161889,29946,Verified email at cs.utexas.edu - ,76,39,211,85,85,1906,William H. Press,"Professor of Computer Science and Integrative Biology,  UT Austin None","Computational Biology,Algorithms,Astrophysics",553
162780,86835,Verified email at stanford.edu - ,113,77,377,262,2019,1977,Stephen Boyd,"Professor of Electrical Engineering, Computer Science, and Management Science,  Stanford None","Optimization,Control,Signal Processing,Artificial Intelligence,Finance",604
177847,80225,Verified email at cs.uiuc.edu - ,171,114,799,641,2019,1892,Jiawei Han,"Abel Bliss Professor of Computer Science,  University of Illinois None","data mining,database systems,data warehousing,information networks",1472
218461,169524,Verified email at mail.lhu.edu.tw - ,195,171,1448,1290,2019,1961,Yen-Da Chen (陳彥達),Department of Computer Information and Network Engineering Lunghwa University of Science and Homepage None,,3974
690,500,Verified email at tuni.fi - ,13,12,16,13,2019,2003,Pekka Jääskeläinen,"Assistant Professor in Tampere University, Customized Parallel Computing & Virtual-reality and Homepage None","Heterogeneous parallel computing,compilers,computer architectures",94
830,811,No verified email,14,14,22,22,2020,2006,shuai  li,state key laboratory of virtual reality technology and systems None None,,124
1774,1341,Verified email at unicampania.it - ,26,22,43,38,2019,1995,Tina Iachini,"Lab of Cognitive Science & Immersive Virtual Reality, Dept of Psychology, II University of Naples Homepage None","cognitive science,embodied cognition,environmental psychology,virtual reality,neuroscience",117
245585,65095,Verified email at research.att.com - ,133,79,624,340,5,1791,David S. Johnson,"Visiting Professor, Columbia University Computer Science Department Homepage None","Algorithms,computer science,optimization,traveling salesman problem,bin packing",3025
1892,961,Verified email at iwf.mavt.ethz.ch - ,19,15,47,29,2019,1998,Andreas Kunz,"Prof. Dr. habil., Head of Innovation Center Virtual Reality,  ETH Zurich None","Virtual Reality,HCI,Augmented Reality,TUI",212
2003,1404,Verified email at thi.de - ,22,21,60,45,2020,1995,Prof. Priv.-Doz. Dr. Andreas Riener,"Prof. for Human-Machine Interface and Virtual Reality, University of Applied Sciences Ingolstadt Homepage None","HMI,ADAS,UX,Human Factors & Ergonomics,Autonomous & Automated Driving",232
2540,1413,Verified email at ucsd.edu - ,25,18,65,39,2019,1977,Falko Kuester,Calit2 Professor for Visualization and Virtual Reality Homepage None,"Visualization,Virtual Reality,Augmented Reality,Imaging Diagnostics,Cultural Heritage Engineering and Preservation",210
3107,1917,Verified email at limbak.com,24,21,47,30,2019,1999,Julio Chaves,Virtual Reality optics at Limbak Optics None,"Optics,Lighting,Solar energy",128
26005,12160,Verified email at oulu.fi - ,57,37,150,93,2019,1987,Steven M. LaValle,"Professor of Robotics and Virtual Reality,  University of Oulu , Finland","Virtual reality,robotics,sensor fusion,motion planning,control theory",286
18279,8690,Verified email at tugraz.at - ,68,46,269,198,2019,193,Dieter Schmalstieg,"Professor for Computer Graphics and Virtual Reality,  Graz University of Technology None","Augmented Reality,Virtual Reality,Computer Graphics,Visualization",675
59858,15080,Verified email at usc.edu - ,83,45,306,144,2019,1899,Barry Boehm,"Professor of Computer Science, Industrial&Systems Engineering, & Astronautics Homepage None","Computer Science,Software Engineering,Systems Engineering,Software Cost Estimation,Software Process",903
37199,13745,Verified email at cs.cornell.edu - ,33,24,64,42,2019,1985,Ramin Zabih,"Professor of Computer Science,  Cornell University None","Computer Vision,Medical Imaging",168
37144,19471,Verified email at princeton.edu,67,50,126,101,2019,1988,H Sebastian Seung,"Professor, Princeton Neuroscience Institute and Computer Science Dept. computational neuroscience None","computational neuroscience,connectomics",212
37137,8323,Verified email at stanford.edu,75,34,186,84,2019,1985,David Dill,"Professor, Emeritus, of Computer Science,  Stanford University None","formal verification,voting technology,computational biology",336
36912,24248,Verified email at mail.sdsu.edu - ,70,60,132,125,2019,1912,Rob Edwards,"Professor of Computer Science and Biology,  San Diego State University None","Metagenomics,Microbial Genomics,Bioinformatics,Data Analysis",237
36726,20534,Verified email at csail.mit.edu,101,74,407,327,2019,1991,Daniela Rus,"Andrew (1956) and Erna Viterbi Professor of Computer Science,  MIT None","Robotics,Modular Robotics,Mobile Computing",804
36572,23476,Verified email at jhu.edu - ,43,35,69,64,2019,2004,James Taylor,"Professor of Biology and Computer Science,  Johns Hopkins University None","Bioinformatics,Computational Biology,Genomics,Machine Learning,Chromatin Structure",114
36473,20894,Verified email at weizmann.ac.il,76,60,143,132,2019,1983,Eran Segal,"Professor of Computer Science,  Weizmann Institute of Science None",Computational biology,269
36182,12439,Verified email at csie.ntu.edu.tw - ,36,24,89,52,2019,1980,Jyh-Shing Roger Jang,"Professor of Computer Science and Information Engineering Department,  National Taiwan University None","Machine Learning,Music Analysis & Retrieval,Speech Recognition & Scoring,Healthcare and Medical Analytics,FinTech",231
36131,15826,Verified email at cc.gatech.edu - ,85,68,184,157,2018,1995,Wenke Lee,Professor of Computer Science at  Georgia Tech None,"security,systems,networking,machine learning,data mining",269
36418,20645,No verified email,69,55,774,490,2019,1964,Chung-Nan Lee,"Professor of Computer Science and Engineering, National Sun Yat-sen UNiversity Wireless multimedia communication None","Wireless multimedia communication,Cloud  computing,Evolutionary computing",3147
36062,17420,Verified email at umich.edu - ,71,48,530,362,2020,1925,Satinder Singh,"Professor, Computer Science & Engineering,  University of Michigan None","Reinforcement Learning,Computational Game Theory,Artificial Intelligence",3047
35867,13441,Verified email at uw.edu - ,82,58,154,116,2019,1961,David Wetherall,"Professor of Computer Science & Engineering,  University of Washington None","networking,mobile computing,wireless,distributed systems",270
35702,11148,Verified email at cs.cmu.edu - ,69,43,177,103,2019,1981,Andrew Moore,"Dean, School of Computer Science,  Carnegie Mellon None","Artificial Intelligence,Machine Learning,Reinforcement Learning,Big Data",395
35689,20524,Verified email at ccs.neu.edu,25,15,63,28,2019,1977,Gene Cooperman,"Professor of Computer Science,  Northeastern University None","Checkpoint-Restart,Reversible Debuggging,High Performance Computing,Computational Algebra",209
35909,23669,No verified email,81,68,840,587,2019,1963,Shiyu Chen,"Student of Computer Science, Southwest University None None",,3072
35349,7701,Verified email at cs.yale.edu - ,81,35,259,100,2019,1934,A Silberschatz,Professor of Computer Science at  Yale University None,"Database systems,Operating Systems,Network Systems",537
35373,15372,Verified email at eecs.harvard.edu,77,54,217,168,2019,1904,Michael Mitzenmacher,"Professor of Computer Science,  Harvard University None","Randomized Algorithms,Internet Algorithms,Networking,Information Theory",414
35273,15174,Verified email at mit.edu,85,55,365,189,42,1896,Robert C. Miller,"Professor, Computer Science,  MIT None","HCI,software engineering,crowdsourcing",1916
35457,22254,Verified email at northumbria.ac.uk - ,76,59,860,585,2019,1960,M A Hossain,"Professor of Computer Science,  University of Northumbria at Newcastle None","Artificial Intelligence,Medical Informatics & Imaging,Digital Diagnosis,Decision Support Systems,Real-time Processing",3090
35024,7174,Verified email at cs.cmu.edu - ,75,39,194,106,2019,1984,David Garlan,"Professor of Computer Science,  Carnegie Mellon University None","software architecture,self-adaptive systems,end-user architecting",509
34951,12329,Verified email at tau.ac.il,74,51,183,137,2019,1989,Ran Canetti,"Professor of Computer Science, Boston University and  Tel Aviv University None",,375
34746,30778,Verified email at cs.washington.edu - ,57,48,158,148,2019,1978,Shwetak Patel,", Washington Research Foundation Endowed Professor, Computer Science University of Washington None","Ubiquitous Computing,Human-Computer Interaction,Sensors,Embedded Systems",411
34784,12566,Verified email at iaas.uni-stuttgart.de - ,81,47,428,266,2019,1989,Frank Leymann,"Professor of Computer Science,  University of Stuttgart , Germany, Member Academia Europaea","Cloud,Service Computing,Middleware,Pattern Languages,Quantum Computing",1071
34496,12772,Verified email at ust.hk - ,84,53,342,203,2019,1978,Lionel Ni,"Chair Professor of Computer Science and Engineering,  Hong Kong University of Science and Technology None","Big Data,wireless sensor networks,mobile computing,pervasive computing,high-speed networks",697
34498,16539,Verified email at cs.ucsd.edu - ,50,35,92,63,2019,1991,Lawrence K Saul,"Professor of Computer Science and Engineering,  UC San Diego None",Machine learning,158
34600,25560,No verified email,72,53,627,439,2019,1958,Mustafizur Rahman,"Department of Computer Science and Engineering, University of Dhaka Content Centric Network None","Content Centric Network,Future Internet,Multiple Access,Routing",3067
33876,14028,Verified email at cs.utexas.edu - ,81,55,221,141,2019,1985,Raymond Mooney,"Professor of Computer Science,  University of Texas at Austin None","Artificial Intelligence,Machine Learning,Data Mining,Natural Language Processing,Computational Linguistics",412
33764,19276,Verified email at cse.cuhk.edu.hk - ,88,65,392,282,2019,1985,Michael R. Lyu,"Professor of Computer Science & Engineering, The  Chinese University of Hong Kong None","software engineering,software reliability,fault tolerance,distributed systems,multimedia information retrieval",844
33400,23563,Verified email at pucminas.br,79,70,536,377,2020,1,João Paulo Domingos Silva,"Professor of Computer Science,  PUC Minas  (Brazil)",Artificial Intelligence,3287
33336,24848,No verified email - ,66,56,792,644,2020,1857,Bijay Kumar,"master of computer  science,S.E.M.S Homepage None",computer,3135
30832,17405,Verified email at ci.uchicago.edu,54,33,128,75,2019,1941,Rick Stevens,"Professor of Computer Science,  University of Chicago None","HPC,Bioinformatics,Distributed Computing,Visualization,Collaboration",350
32214,18378,Verified email at umich.edu - ,72,57,568,425,2019,1983,L. Jay Guo,"Professor of Electrical Engineering and Computer Science, Applied Physics, Mechanical Engineering Homepage None","Nano and micro-photonics,organic electronics and photonics,nanofabrication,ultrasonics",3073
30755,8174,Verified email at cs.rochester.edu - ,77,42,169,123,2019,1970,Henry Kautz,"Professor of Computer Science,  University of Rochester None",artificial intelligence,320
30705,15126,Verified email at cs.washington.edu - ,70,53,141,117,2019,1990,Steve Seitz,"Professor of Computer Science & Engineering,  University of Washington ; Google Corporation","Computer Vision,Computer Graphics",252
30638,21208,Verified email at waikato.ac.nz - ,47,39,107,81,2019,1972,Bernhard Pfahringer,"Professor of Computer Science,  University of Waikato None","Machine Learning,Data Mining",269
30683,6383,Verified email at gc.cuny.edu - ,71,35,278,86,2019,1965,Gabor T. Herman,"Distinguished Professor of Computer Science, Graduate Center,  City University of New York None","Image Processing,Computerized Tomography,Algorithms for Scientific Applications,Digital Geometry,Visualization",627
30617,10111,Verified email at inf.unibz.it - ,69,41,220,143,2019,192,Diego Calvanese,"Professor of Computer Science, KRDB,  Free University of Bozen-Bolzano None","Artificial intelligence,Data Management,Knowledge Representation,Description Logics,Verification",483
30504,8428,Verified email at stonybrook.edu - ,76,45,296,152,2019,1976,Allen Tannenbaum,"Distinguished Professor, Computer Science/Applied Mathematics,  Stony Brook University None","Medical Imaging,Systems and Control,Computer Vision,Applied Mathematics,Image Processing",736
30479,8555,Verified email at tu-dresden.de - ,60,32,174,94,2019,1868,Franz Baader,"Professor of Theoretical Computer Science,  TU Dresden None","Logic in Computer Science,Knowledge Representation,Automated Deduction",446
30431,7490,Verified email at illinois.edu - ,84,43,347,163,2019,1974,Klara Nahrstedt,"Computer Science,  University of Illinois at Urbana-Champaign None",Multimedia Systems and Networks,870
30380,12992,Verified email at mst.edu,84,54,488,267,2019,1760,Sajal K. Das,"Professor & Daniel St. Clair Endowed Chair, Computer Science, Missouri Univ of Science and Tech Cloud & Distributed Computing None","Cloud & Distributed Computing,Wireless & Sensor Networks,Mobile & Pervasive Computing,Security,CPS-IoT & Smart Environments",2047
29059,8510,Verified email at umich.edu,35,21,50,26,2016,1981,George Furnas,"Professor of Information, Professor of Computer Science, Professor of Psychology,   University of Michigan None","Human Computer Interaction,Visualization,Information Retrieval,Latent Semantic Analysis",96
28477,10882,Verified email at cs.aau.dk - ,85,53,319,204,2019,1873,Christian S. Jensen,", Department of Computer Science Aalborg University None","Data management,analytics,indexing,query processing,spatial data",910
30073,18955,Verified email at cse.tamu.edu,57,51,884,560,2019,1962,Jyh-Charn (Steve) Liu,"Department of Computer Science and Engineering,  Texas A&M University None","distributed systems,real-time,medical imaging,security,performance",3123
24307,21559,Verified email at stanford.edu - ,42,38,72,68,2019,1976,Anshul Kundaje,"Assistant Professor, Dept. of Genetics, Dept. of Computer Science,  Stanford University None","Computational Biology,Bioinformatics,Genomics,Sequencing,Applied Machine Learning",135
23019,3155,No verified email - ,64,24,197,47,2018,1966,Ryszard S. Michalski,"PRC Professor of Computer Science, George Mason University Homepage None",Artificial Intelligence,489
22996,5293,Verified email at mail.huji.ac.il - ,64,25,184,80,2019,1978,Danny Dolev,"Professor of Computer Science, The  Hebrew University None","Distributed Computing,Fault Tolerance,Networking,Security",342
26917,16616,No verified email,60,48,549,370,2019,1956,Ashok Kumar  D," Professor of Computer Science, Government Arts College, Trichy -22 Pattern Recognition And Data Mining None",Pattern Recognition And Data Mining,3075
22928,19034,Verified email at cornell.edu - ,55,51,106,99,2019,2004,Kilian Weinberger,"Associate Professor of Computer Science,  Cornell University , ASAPP Research","Machine learning,Artificial Intelligence,Metric learning,Learning to Rank,Deep Learning",170
22965,10535,Verified email at cse.ust.hk - ,79,50,356,224,2019,2000,Qian Zhang,"Tencent Professor of Engineering, Department of Computer Science and Engineering, Hong Kong Homepage None","Wireless Networking,IoT,Smart Healthcare,Cognitive Radio Networks and Dynamic Spectrum Management,Sensor Networks",615
22908,5622,Verified email at cs.duke.edu - ,70,35,236,99,2019,1977,John Reif,"A. Hollis Edens Distinguished Professor, Department of Computer Science,  Duke University None","Computer Science,Nanoscience",645
22920,18999,Verified email at utoronto.ca - ,70,64,240,218,2019,1966,Alan Aspuru-Guzik,"Professor of Chemistry and Computer Science,  University of Toronto  (starting July 1, 2018)","Theoretical chemistry,quantum information science,Physical Chemistry,Energy Materials,Machine Learning",553
22894,11165,Verified email at umich.edu - ,80,55,373,251,2019,1996,Dennis Sylvester,"Professor of Electrical Engineering and Computer Science,  University of Michigan None","Integrated circuits,VLSI",732
21545,5161,Verified email at caltech.edu,63,37,113,76,2019,1988,Peter Schröder,"Professor of Computer Science and Applied & Computational Mathematics,  Caltech None",Computer Graphics,154
19920,6600,Verified email at weizmann.ac.il,72,40,245,137,2019,1984,David Peleg,"Professor of Computer Science,  Weizmann Institute None","Distributed Computing,Communication Network Algorithms,Approximation Algorithms",467
22866,13271,No verified email,60,46,556,353,2019,1819,Karanjit Singh,"Research Scholar at Computer Science and Applications, Kurukshetra University OLAP None","OLAP,Data Mining,Data Processing",3068
19443,10085,Verified email at ualberta.ca - ,55,39,173,106,2019,1980,Russ Greiner,"Professor of Computer Science,  University of Alberta None","Artificial Intelligence,Machine Learning,Bioinformatics,Medical Informatics,Evidence-based Healthcare",481
